,account_hash,close_flags,close_time,close_time_resolution,ledger_hash,ledger_index,parent_close_time,parent_hash,total_coins,transaction_hash,tx_count,close_time_human,close_time_difference
0,9E48CA80EEAAC44013C49979BCE037F0C918DF92686E141375EAEC9B8E50F8A7,0,1571357682,10,2D88E41C7BAD87CBD0E8CF5503D8AF07AE4F7DF752E93EFC45B529A809C762D8,50780468,1571357681,FC97BA81526C2AAA2F1FE1C184C437AFC142663CFAC2A5ED0B15B889EEE91073,9.99913E+16,907B6F28259977AE94B0BB89550CF9C6F61E37B6E780BA3686CEEB08D6589BA8,37,2019-Oct-18 00:14:42,1
0,1683B3F1CE75136D2115DC2B28466C04EFF00C9971AA8B85BE4553B3690F8508,0,1571357690,10,C96A57E5715D02212B7AA38C665E8A6FB9CCD1B025ECF8DA55894F816646FAE0,50780469,1571357682,2D88E41C7BAD87CBD0E8CF5503D8AF07AE4F7DF752E93EFC45B529A809C762D8,9.99913E+16,8ED4851C02AFCBAC347B1C0C7530A7F5C6A7186EC7A28B313862A92E2131FFD2,31,2019-Oct-18 00:14:50,8
0,3A33A1A6AE701257AA5AE8B099BD053B33DB60EA548794DCA8F3F87E81F21FE0,0,1571357691,10,EC71D21C84FD84122D77FAB6B57068E47E03AC2A7C30D23992731F03831C1B5B,50780470,1571357690,C96A57E5715D02212B7AA38C665E8A6FB9CCD1B025ECF8DA55894F816646FAE0,9.99913E+16,14640E89E27877ACF2A9B5653698D6E62DAE566DAB6505111214042423EE7EA4,34,2019-Oct-18 00:14:51,1
0,555BCE8C005C0999534AF6F37457A05D1F536B9D4B1C2A7270FB912064131B0A,0,1571357700,10,ED0D3E30E68F833B186D63E536E251F32134F9AF6E9B3125A66150416BA961AC,50780471,1571357691,EC71D21C84FD84122D77FAB6B57068E47E03AC2A7C30D23992731F03831C1B5B,9.99913E+16,EDAFE14B6DA6869AB1C94F9C89C73638B08F913EE6588B49AC8C8D72C096A034,33,2019-Oct-18 00:15:00,9
0,C8FBAD4E7A54D3FF5DC77858EA9A1D650B2A0E67554C76675610A36B111140D0,0,1571357701,10,A74580973CE3E446C34F1EAFCDAA9D84F848493FCD2E643E641D5277C2532311,50780472,1571357700,ED0D3E30E68F833B186D63E536E251F32134F9AF6E9B3125A66150416BA961AC,9.99913E+16,5560EABBE9778AD48ADABFE9CE2D4372FB53A2FC1844911AFE06AF2349FEF56A,38,2019-Oct-18 00:15:01,1
0,8ABF0AC3284D27B7816D074E37372BDE772DDC7768F5C201B6D3EABA34CB379F,0,1571357702,10,A2F58B6AA8333731ACC24F56D2138CF3FF30983C7AEB3FC1EADFF35D256564A8,50780473,1571357701,A74580973CE3E446C34F1EAFCDAA9D84F848493FCD2E643E641D5277C2532311,9.99913E+16,6D5E41DD1CC6780095E488F748B4BE68B206113179B9C5F59BBD868D460AA2DA,34,2019-Oct-18 00:15:02,1
0,71A10026B541B699FD59C77C1EF66F50C86D71B292B7A5C6C03F51D2A8BA5209,0,1571357710,10,93FAA20A5133DFE1455BEBC27A78E6A889C4AC6E9307E622BD8152A5F375A6CA,50780474,1571357702,A2F58B6AA8333731ACC24F56D2138CF3FF30983C7AEB3FC1EADFF35D256564A8,9.99913E+16,5AC5FA290658DB52A7362E458C1BA733E8306DDB809ABB061528CC3167FC0114,35,2019-Oct-18 00:15:10,8
0,63DA3193459B4E991DC7AC84A154267099A6C284C526D7D4CEAB2AF2B6C8B6CB,0,1571357711,10,73D8CD809D4C9AF957245B3EF3F5BD4AF849B66FB47B5235A789E1B08FF7DE2C,50780475,1571357710,93FAA20A5133DFE1455BEBC27A78E6A889C4AC6E9307E622BD8152A5F375A6CA,9.99913E+16,A5B5028427EDD20DF28F25924A160313E1D7086FF692200523A68B32D0D04FF6,31,2019-Oct-18 00:15:11,1
0,F5BF8D00314807AF869068973CA1AD94208802BF372696657FB599E4F0B63E4E,0,1571357712,10,A3B9F49A197984C0A3E2C351DD2CB761FD572702D83CDC300F14DAF6721745E5,50780476,1571357711,73D8CD809D4C9AF957245B3EF3F5BD4AF849B66FB47B5235A789E1B08FF7DE2C,9.99913E+16,29216EF0E148DE9359F233D100C86A0A4DF19BC46477E0BC32EE7D007CB35E88,35,2019-Oct-18 00:15:12,1
0,5FF88259283278011F6936F1E8FF35F62298B5327BFA75123D73011263A18AF4,0,1571357720,10,2AD5319EB47C253F02821188C1F2BE8997EAFC7EA4837773741A8A69C901E16C,50780477,1571357712,A3B9F49A197984C0A3E2C351DD2CB761FD572702D83CDC300F14DAF6721745E5,9.99913E+16,6B86D43A34BA50B10A154BB8A9C55A3518327DB8AD7830C92ED4483B88D59822,34,2019-Oct-18 00:15:20,8
